,id,text,author
3342,id25731,"Speak not here of these griefs, dear Una mine, mine, forever now Una.",EAP
3343,id19659,"The wind, favourable to him, blew so strongly in shore, that we were unable, as we had at first intended, to meet him on his watery road.",MWS
3344,id17273,"Some of the Whateleys and Bishops still send their eldest sons to Harvard and Miskatonic, though those sons seldom return to the mouldering gambrel roofs under which they and their ancestors were born.",HPL
3345,id26975,"Alfred was himself a scholar and poet of distinction, though cursed with a certain childish irresponsibility which made him an ideal prey for Sheehan's runner.",HPL
3346,id14134,"As I surveyed this quaint apartment, I felt an increase in that aversion first excited by the bleak exterior of the house.",HPL
3347,id11597,"The city below stretched away to the limits of vision, and he hoped that no sound would well up from it.",HPL
3348,id16023,After a few more passes.,EAP
3349,id13862,Poor Johansen's handwriting almost gave out when he wrote of this.,HPL
3350,id16703,At a wave of my hand my deliverers hurried tumultuously away.,EAP
3351,id23791,I do not die not having enjoyed life; for sixteen years I was happy: during the first months of my father's return I had enjoyed ages of pleasure: now indeed I am grown old in grief; my steps are feeble like those of age; I have become peevish and unfit for life; so having passed little more than twenty years upon the earth I am more fit for my narrow grave than many are when they reach the natural term of their lives.,MWS
3352,id03224,"They hardly know how ill you have been and are uneasy at your long silence.""",MWS
3353,id10106,"There was something, however, in the appearance of this machine which caused me to regard it more attentively.",EAP
3354,id06908,In the meantime he told me that my friend had certainly not many hours to live.,MWS
3355,id01048,My fame is universal.,EAP
3356,id07903,them as had reel hands. . . .,HPL
3357,id02980,"""The measures adopted were not only the best of their kind, but carried out to absolute perfection.",EAP
3358,id22189,"During the five years of my residence here, I was never able to ascertain with precision, in what remote locality lay the little sleeping apartment assigned to myself and some eighteen or twenty other scholars.",EAP
3359,id24470,"But while I live, promise not to betray me; promise, my child.""",MWS
3360,id27789,"With an anxiety that almost amounted to agony, I collected the instruments of life around me, that I might infuse a spark of being into the lifeless thing that lay at my feet.",MWS
3361,id08478,I say the mean or average interval.,EAP
3362,id06056,"At length, however, I took courage, and did not hesitate to step firmly; endeavoring to cross in as direct a line as possible.",EAP
3363,id08737,"""Nay,"" said Perdita, ""that task shall be mine.",MWS
3364,id19677,"Let me see I will go and ask Pundit and be back in a minute.... Ah, here we have it Here is a book written nearly a thousand years ago and lately translated from the Inglitch which, by the way, appears to have been the rudiment of the Amriccan.",EAP
3365,id10438,All the time she could command she spent in solitude.,MWS
3366,id13662,"In this mood of mind I betook myself to the mathematics and the branches of study appertaining to that science as being built upon secure foundations, and so worthy of my consideration.",MWS
3367,id04520,"I was indignant that he should sit at the same table with the companions of Raymond men of abandoned characters, or rather without any, the refuse of high bred luxury, the disgrace of their country.",MWS
3368,id16601,"He developed strange caprices, acquiring a fondness for exotic spices and Egyptian incense till his room smelled like the vault of a sepulchred Pharaoh in the Valley of Kings.",HPL
3369,id12913,"I now felt a burning sense of the impropriety I had committed, and expected nothing less than instant exposure; while a vision of pistols upon the morrow floated rapidly and uncomfortably through my brain.",EAP
3370,id21482,"""But, my dear fellow, you are joking then,"" said I, ""this is a very passable skull indeed, I may say that it is a very excellent skull, according to the vulgar notions about such specimens of physiology and your scarabæus must be the queerest scarabæus in the world if it resembles it.",EAP
3371,id19786,His plans were facilitated by the news which arrived from Paris.,MWS
3372,id24007,"The marsh still glittered beyond, but in the farther distance I saw the steeples of what was then all of New York; Trinity and St. Paul's and the Brick Church dominating their sisters, and a faint haze of wood smoke hovering over the whole.",HPL
3373,id27494,"I must own I felt a little proud when my captain offered me the second dignity in the vessel and entreated me to remain with the greatest earnestness, so valuable did he consider my services.",MWS
3374,id14757,"If hemmed, the matter is nearly out of the question.",EAP
3375,id03264,"Subscriptions were made for the emigrants, and merchants bankrupt by the failure of trade.",MWS
3376,id03975,"She sought solitude, and avoided us when in gaiety and unrestrained affection we met in a family circle.",MWS
3377,id23943,But all agreed on one thing: that the refusal of all the cats to eat their portions of meat or drink their saucers of milk was exceedingly curious.,HPL
3378,id09839,They were loud loud as the rumblings and the thunder above which they echoed yet did they come from no visible being.,HPL
3379,id10660,"Gross stupidity, falsehood, and muddled thinking are not dream; and form no escape from life to a mind trained above their level.",HPL
3380,id06652,"In the greenest of our valleys, By good angels tenanted, Once a fair and stately palace Radiant palace reared its head.",EAP
3381,id05937,"By a strange fatality Juliet alone escaped, and she to the last waited on her relatives, and smoothed the pillow of death.",MWS
